item_name,Slot,Phase,instance_name,source_name,item_quality,item_id,url
Maulgar's Warhelm,Head,1,Gruul's Lair,Maulgar,epic,28801,https://tbc.wowhead.com/item=28801
Collar of Cho'gall,Head,1,Gruul's Lair,Gruul,epic,28804,https://tbc.wowhead.com/item=28804
Cowl of Nature's Breath,Head,1,Gruul's Lair,Gruul,epic,28803,https://tbc.wowhead.com/item=28803
Big Bad Wolf's Head,Head,1,Karazhan,Opera Event,epic,28583,https://tbc.wowhead.com/item=28583
Eternium Greathelm,Head,1,Karazhan,Opera Event,epic,28593,https://tbc.wowhead.com/item=28593
Wicked Witch's Hat,Head,1,Karazhan,Opera Event,epic,28586,https://tbc.wowhead.com/item=28586
Headdress of the High Potentate,Head,1,Karazhan,Chess Event,epic,28756,https://tbc.wowhead.com/item=28756
Steelspine Faceguard,Head,1,Karazhan,Shade of Aran,epic,28671,https://tbc.wowhead.com/item=28671
Cowl of Defiance,Head,1,Karazhan,Netherspite,epic,28732,https://tbc.wowhead.com/item=28732
Uni-Mind Headdress,Head,1,Karazhan,Netherspite,epic,28744,https://tbc.wowhead.com/item=28744
Helm of the Fallen Champion,Head,1,Karazhan,Malchezaar,epic,29760,https://tbc.wowhead.com/item=29760
Helm of the Fallen Defender,Head,1,Karazhan,Malchezaar,epic,29761,https://tbc.wowhead.com/item=29761
Helm of the Fallen Hero,Head,1,Karazhan,Malchezaar,epic,29759,https://tbc.wowhead.com/item=29759
Cowl of the Grand Engineer,Head,2,Tempest Keep,Void Reaver,epic,29986,https://tbc.wowhead.com/item=29986
Fel-Steel Warhelm,Head,2,Tempest Keep,Void Reaver,epic,29983,https://tbc.wowhead.com/item=29983
Crown of the Sun,Head,2,Tempest Keep,Kael'thas,epic,29990,https://tbc.wowhead.com/item=29990
Brighthelm of Justice,Head,2,Serpentshrine Cavern,Hydross,epic,30048,https://tbc.wowhead.com/item=30048
Helm of the Vanquished Champion,Head,2,Serpentshrine Cavern,Lady Vashj,epic,30242,https://tbc.wowhead.com/item=30242
Helm of the Vanquished Defender,Head,2,Serpentshrine Cavern,Lady Vashj,epic,30243,https://tbc.wowhead.com/item=30243
Helm of the Vanquished Hero,Head,2,Serpentshrine Cavern,Lady Vashj,epic,30244,https://tbc.wowhead.com/item=30244
Guise of the Tidal Lurker,Head,3,Black Temple,BT - Naj'entus,epic,32240,https://tbc.wowhead.com/item=32240
Helm of Soothing Currents,Head,3,Black Temple,BT - Naj'entus,epic,32241,https://tbc.wowhead.com/item=32241
Cowl of Benevolence,Head,3,Black Temple,BT - Gorefiend,epic,32329,https://tbc.wowhead.com/item=32329
Crown of Empowered Fate,Head,3,Black Temple,BT - Reliquary,epic,32354,https://tbc.wowhead.com/item=32354
Forest Prowler's Helm,Head,3,Black Temple,BT - Council,epic,32376,https://tbc.wowhead.com/item=32376
Helm of the Illidari Shatterer,Head,3,Black Temple,BT - Council,epic,32373,https://tbc.wowhead.com/item=32373
Cowl of the Illidari High Lord,Head,3,Black Temple,BT - Illidan,epic,32525,https://tbc.wowhead.com/item=32525
Cursed Vision of Sargeras,Head,3,Black Temple,BT - Illidan,epic,32235,https://tbc.wowhead.com/item=32235
Faceplate of the Impenetrable,Head,3,Black Temple,BT - Illidan,epic,32521,https://tbc.wowhead.com/item=32521
Helm of the Forgotten Conqueror,Head,3,Hyjal Summit,MH - Archimonde,epic,31097,https://tbc.wowhead.com/item=31097
Helm of the Forgotten Protector,Head,3,Hyjal Summit,MH - Archimonde,epic,31095,https://tbc.wowhead.com/item=31095
Helm of the Forgotten Vanquisher,Head,3,Hyjal Summit,MH - Archimonde,epic,31096,https://tbc.wowhead.com/item=31096
Leggings of the Fallen Champion,Legs,1,Gruul's Lair,Gruul,epic,29766,https://tbc.wowhead.com/item=29766
Leggings of the Fallen Defender,Legs,1,Gruul's Lair,Gruul,epic,29767,https://tbc.wowhead.com/item=29767
Leggings of the Fallen Hero,Legs,1,Gruul's Lair,Gruul,epic,29765,https://tbc.wowhead.com/item=29765
Earthsoul Leggings,Legs,1,Karazhan,Opera Event,epic,28591,https://tbc.wowhead.com/item=28591
Trial-Fire Trousers,Legs,1,Karazhan,Opera Event,epic,28594,https://tbc.wowhead.com/item=28594
Wrynn Dynasty Greaves,Legs,1,Karazhan,The Curator,epic,28621,https://tbc.wowhead.com/item=28621
Heart-Flame Leggings,Legs,1,Karazhan,Chess Event,epic,28751,https://tbc.wowhead.com/item=28751
Legplates of the Innocent,Legs,1,Karazhan,Chess Event,epic,28748,https://tbc.wowhead.com/item=28748
Pantaloons of Repentance,Legs,1,Karazhan,Netherspite,epic,28742,https://tbc.wowhead.com/item=28742
Rip-Flayer Leggings,Legs,1,Karazhan,Netherspite,epic,28740,https://tbc.wowhead.com/item=28740
Skulker's Greaves,Legs,1,Karazhan,Netherspite,epic,28741,https://tbc.wowhead.com/item=28741
Void Reaver Greaves,Legs,2,Tempest Keep,Void Reaver,epic,29985,https://tbc.wowhead.com/item=29985
Greaves of the Bloodwarder,Legs,2,Tempest Keep,Solarian,epic,29950,https://tbc.wowhead.com/item=29950
Star-Soul Breeches,Legs,2,Tempest Keep,Solarian,epic,29977,https://tbc.wowhead.com/item=29977
Trousers of the Astromancer,Legs,2,Tempest Keep,Solarian,epic,29972,https://tbc.wowhead.com/item=29972
Leggings of Murderous Intent,Legs,2,Tempest Keep,Kael'thas,epic,29995,https://tbc.wowhead.com/item=29995
Sunhawk Leggings,Legs,2,Tempest Keep,Kael'thas,epic,29991,https://tbc.wowhead.com/item=29991
Leggings of the Vanquished Champion,Legs,2,Serpentshrine Cavern,Karathress,epic,30245,https://tbc.wowhead.com/item=30245
Leggings of the Vanquished Defender,Legs,2,Serpentshrine Cavern,Karathress,epic,30246,https://tbc.wowhead.com/item=30246
Leggings of the Vanquished Hero,Legs,2,Serpentshrine Cavern,Karathress,epic,30247,https://tbc.wowhead.com/item=30247
Kilt of Immortal Nature,Legs,3,Black Temple,BT - Shade,epic,32271,https://tbc.wowhead.com/item=32271
Praetorian's Legguards,Legs,3,Black Temple,BT - Shade,epic,32263,https://tbc.wowhead.com/item=32263
Leggings of Divine Retribution,Legs,3,Black Temple,BT - Gurtogg,epic,32341,https://tbc.wowhead.com/item=32341
Leggings of Devastation,Legs,3,Black Temple,BT - Shahraz,epic,32367,https://tbc.wowhead.com/item=32367
Leggings of the Forgotten Conqueror,Legs,3,Black Temple,BT - Council,epic,31098,https://tbc.wowhead.com/item=31098
Leggings of the Forgotten Protector,Legs,3,Black Temple,BT - Council,epic,31100,https://tbc.wowhead.com/item=31100
Leggings of the Forgotten Vanquisher,Legs,3,Black Temple,BT - Council,epic,31099,https://tbc.wowhead.com/item=31099
Leggings of Channeled Elements,Legs,3,Hyjal Summit,MH - Kaz'rogal,epic,30916,https://tbc.wowhead.com/item=30916
Sun-touched Chain Leggings,Legs,3,Hyjal Summit,MH - Kaz'rogal,epic,30893,https://tbc.wowhead.com/item=30893
Bow-stitched Leggings,Legs,3,Hyjal Summit,MH - Azgalor,epic,30900,https://tbc.wowhead.com/item=30900
Shady Dealer's Pantaloons,Legs,3,Hyjal Summit,MH - Azgalor,epic,30898,https://tbc.wowhead.com/item=30898
Leggings of Eternity,Legs,3,Hyjal Summit,MH - Archimonde,epic,30912,https://tbc.wowhead.com/item=30912
Legguards of Endless Rage,Legs,3,Hyjal Summit,MH - Archimonde,epic,30903,https://tbc.wowhead.com/item=30903
Pit Lord's Satchel,N/A,1,Magtheridon's Lair,Magtheridon,epic,34845,https://tbc.wowhead.com/item=34845
Formula: Enchant Boots - Surefooted,N/A,1,Karazhan,Trash,common,22545,https://tbc.wowhead.com/item=22545
Pattern: Soulcloth Shoulders,N/A,1,Karazhan,Trash,epic,21903,https://tbc.wowhead.com/item=21903
Pattern: Soulcloth Vest,N/A,1,Karazhan,Trash,epic,21904,https://tbc.wowhead.com/item=21904
Fiery Warhorse's Reins,N/A,1,Karazhan,Attumen,epic,30480,https://tbc.wowhead.com/item=30480
Formula: Enchant Weapon - Mongoose,N/A,1,Karazhan,Moroes,rare,22559,https://tbc.wowhead.com/item=22559
Formula: Enchant Weapon - Soulfrost,N/A,1,Karazhan,Illhoof,rare,22561,https://tbc.wowhead.com/item=22561
Formula: Enchant Weapon - Sunfire,N/A,1,Karazhan,Shade of Aran,rare,22560,https://tbc.wowhead.com/item=22560
Teeth of Gruul,Neck,1,Gruul's Lair,Gruul,epic,28822,https://tbc.wowhead.com/item=28822
Ritssyn's Lost Pendant,Neck,1,Karazhan,Trash,epic,30666,https://tbc.wowhead.com/item=30666
Worgen Claw Necklace,Neck,1,Karazhan,Attumen,epic,28509,https://tbc.wowhead.com/item=28509
Brooch of Unquenchable Fury,Neck,1,Karazhan,Moroes,epic,28530,https://tbc.wowhead.com/item=28530
Barbed Choker of Discipline,Neck,1,Karazhan,Maiden,epic,28516,https://tbc.wowhead.com/item=28516
Mithril Chain of Heroism,Neck,1,Karazhan,Chess Event,epic,28745,https://tbc.wowhead.com/item=28745
Saberclaw Talisman,Neck,1,Karazhan,Shade of Aran,epic,28674,https://tbc.wowhead.com/item=28674
Shining Chain of the Afterworld,Neck,1,Karazhan,Netherspite,epic,28731,https://tbc.wowhead.com/item=28731
Emberspur Talisman,Neck,1,Karazhan,Nightbane,epic,28609,https://tbc.wowhead.com/item=28609
Adornment of Stolen Souls,Neck,1,Karazhan,Malchezaar,epic,28762,https://tbc.wowhead.com/item=28762
Verdant Sphere,Neck,2,Tempest Keep,Kael'thas,epic,32405,https://tbc.wowhead.com/item=32405
Pendant of the Perilous,Neck,2,Serpentshrine Cavern,Trash,epic,30022,https://tbc.wowhead.com/item=30022
Choker of Animalistic Fury,Neck,2,Serpentshrine Cavern,Lurker Below,epic,30059,https://tbc.wowhead.com/item=30059
Frayed Tether of the Drowned,Neck,2,Serpentshrine Cavern,Karathress,epic,30099,https://tbc.wowhead.com/item=30099
Pendant of the Lost Ages,Neck,2,Serpentshrine Cavern,Morogrim,epic,30008,https://tbc.wowhead.com/item=30008
Choker of Serrated Blades,Neck,3,Black Temple,BT - Trash & Recipies,epic,32591,https://tbc.wowhead.com/item=32591
Hellfire-Encased Pendant,Neck,3,Black Temple,BT - Trash & Recipies,epic,32589,https://tbc.wowhead.com/item=32589
Choker of Endless Nightmares,Neck,3,Black Temple,BT - Supremus,epic,32260,https://tbc.wowhead.com/item=32260
Pendant of Titans,Neck,3,Black Temple,BT - Reliquary,epic,32362,https://tbc.wowhead.com/item=32362
Translucent Spellthread Necklace,Neck,3,Black Temple,BT - Reliquary,epic,32349,https://tbc.wowhead.com/item=32349
Nadina's Pendant of Purity,Neck,3,Black Temple,BT - Shahraz,epic,32370,https://tbc.wowhead.com/item=32370
Choker of Serrated Blades,Neck,3,Hyjal Summit,MH - Trash & Recipies,epic,32591,https://tbc.wowhead.com/item=32591
Hellfire-Encased Pendant,Neck,3,Hyjal Summit,MH - Trash & Recipies,epic,32589,https://tbc.wowhead.com/item=32589
Ashtongue Talisman of Equilibrium,Non-Raid,3,Non-Raid,Non-Raid,,,
Band of the Eternal Champion,Non-Raid,3,Non-Raid,Non-Raid,,,
Darkmoon Card: Vengeance,Non-Raid,3,Non-Raid,Non-Raid,,,
Aegis of the Vindicator,Off Hand,1,Magtheridon's Lair,Magtheridon,epic,29458,https://tbc.wowhead.com/item=29458
Karaborian Talisman,Off Hand,1,Magtheridon's Lair,Magtheridon,epic,28781,https://tbc.wowhead.com/item=28781
Aldori Legacy Defender,Off Hand,1,Gruul's Lair,Gruul,epic,28825,https://tbc.wowhead.com/item=28825
Signet of Unshakable Faith,Off Hand,1,Karazhan,Moroes,epic,28525,https://tbc.wowhead.com/item=28525
Triptych Shield of the Ancients,Off Hand,1,Karazhan,Chess Event,epic,28754,https://tbc.wowhead.com/item=28754
Aran's Soothing Sapphire,Off Hand,1,Karazhan,Shade of Aran,epic,28728,https://tbc.wowhead.com/item=28728
Jewel of Infinite Possibilities,Off Hand,1,Karazhan,Netherspite,epic,28734,https://tbc.wowhead.com/item=28734
Dragonheart Flameshield,Off Hand,1,Karazhan,Nightbane,epic,28611,https://tbc.wowhead.com/item=28611
Shield of Impenetrable Darkness,Off Hand,1,Karazhan,Nightbane,epic,28606,https://tbc.wowhead.com/item=28606
Talisman of Nightbane,Off Hand,1,Karazhan,Nightbane,epic,28603,https://tbc.wowhead.com/item=28603
Talisman of the Sun King,Off Hand,2,Tempest Keep,Al'ar,epic,29923,https://tbc.wowhead.com/item=29923
Fathomstone,Off Hand,2,Serpentshrine Cavern,Hydross,epic,30049,https://tbc.wowhead.com/item=30049
Illidari Runeshield,Off Hand,3,Black Temple,BT - Trash & Recipies,epic,34011,https://tbc.wowhead.com/item=34011
Felstone Bulwark,Off Hand,3,Black Temple,BT - Supremus,epic,32255,https://tbc.wowhead.com/item=32255
Blind-Seers Icon,Off Hand,3,Black Temple,BT - Shade,epic,32361,https://tbc.wowhead.com/item=32361
Touch of Inspiration,Off Hand,3,Black Temple,BT - Reliquary,epic,32350,https://tbc.wowhead.com/item=32350
Bulwark of Azzinoth,Off Hand,3,Black Temple,BT - Illidan,epic,32375,https://tbc.wowhead.com/item=32375
Fist of Molten Fury,Off Hand,3,Hyjal Summit,MH - Trash & Recipies,epic,32945,https://tbc.wowhead.com/item=32945
Chronicle of Dark Secrets,Off Hand,3,Hyjal Summit,MH - Winterchill,epic,30872,https://tbc.wowhead.com/item=30872
Bastion of Light,Off Hand,3,Hyjal Summit,MH - Anetheron,epic,30882,https://tbc.wowhead.com/item=30882
Kaz'rogal's Hardened Heart,Off Hand,3,Hyjal Summit,MH - Kaz'rogal,epic,30889,https://tbc.wowhead.com/item=30889
Antonidas's Aegis of Rapt Concentration,Off Hand,3,Hyjal Summit,MH - Archimonde,epic,30909,https://tbc.wowhead.com/item=30909
Scepter of Purification,Off Hand,3,Hyjal Summit,MH - Archimonde,epic,30911,https://tbc.wowhead.com/item=30911
Eredar Wand of Obliteration,Ranged,1,Magtheridon's Lair,Magtheridon,epic,28783,https://tbc.wowhead.com/item=28783
Shuriken of Negation,Ranged,1,Gruul's Lair,Gruul,epic,28826,https://tbc.wowhead.com/item=28826
Steelhawk Crossbow,Ranged,1,Karazhan,Attumen,epic,28504,https://tbc.wowhead.com/item=28504
Idol of the Avian Heart,Ranged,1,Karazhan,Moroes,epic,28568,https://tbc.wowhead.com/item=28568
Totem of Healing Rains,Ranged,1,Karazhan,Maiden,epic,28523,https://tbc.wowhead.com/item=28523
Blue Diamond Witchwand,Ranged,1,Karazhan,Opera Event,epic,28588,https://tbc.wowhead.com/item=28588
Libram of Souls Redeemed,Ranged,1,Karazhan,Opera Event,epic,28592,https://tbc.wowhead.com/item=28592
Wolfslayer Sniper Rifle,Ranged,1,Karazhan,Opera Event,epic,28581,https://tbc.wowhead.com/item=28581
Xavian Stiletto,Ranged,1,Karazhan,Illhoof,epic,28659,https://tbc.wowhead.com/item=28659
Tirisfal Wand of Ascendancy,Ranged,1,Karazhan,Shade of Aran,epic,28673,https://tbc.wowhead.com/item=28673
Sunfury Bow of the Phoenix,Ranged,1,Karazhan,Malchezaar,epic,28772,https://tbc.wowhead.com/item=28772
Arcanite Steam-Pistol,Ranged,2,Tempest Keep,Al'ar,epic,29949,https://tbc.wowhead.com/item=29949
Wand of the Forgotten Star,Ranged,2,Tempest Keep,Solarian,epic,29982,https://tbc.wowhead.com/item=29982
Serpentshrine Shuriken,Ranged,2,Serpentshrine Cavern,Trash,epic,30025,https://tbc.wowhead.com/item=30025
Totem of the Maelstrom,Ranged,2,Serpentshrine Cavern,Trash,epic,30023,https://tbc.wowhead.com/item=30023
Idol of the Crescent Goddess,Ranged,2,Serpentshrine Cavern,Hydross,epic,30051,https://tbc.wowhead.com/item=30051
Libram of Absolute Truth,Ranged,2,Serpentshrine Cavern,Lurker Below,epic,30063,https://tbc.wowhead.com/item=30063
Luminescent Rod of the Naaru,Ranged,2,Serpentshrine Cavern,Morogrim,epic,30080,https://tbc.wowhead.com/item=30080
Serpent Spine Longbow,Ranged,2,Serpentshrine Cavern,Lady Vashj,epic,30105,https://tbc.wowhead.com/item=30105
Idol of the White Stag,Ranged,3,Black Temple,BT - Supremus,epic,32257,https://tbc.wowhead.com/item=32257
Legionkiller,Ranged,3,Black Temple,BT - Supremus,epic,32253,https://tbc.wowhead.com/item=32253
Rifle of the Stoic Guardian,Ranged,3,Black Temple,BT - Gorefiend,epic,32325,https://tbc.wowhead.com/item=32325
Totem of Ancestral Guidance,Ranged,3,Black Temple,BT - Gorefiend,epic,32330,https://tbc.wowhead.com/item=32330
Twisted Blades of Zarak,Ranged,3,Black Temple,BT - Gorefiend,epic,32326,https://tbc.wowhead.com/item=32326
Belt of Primal Majesty,Waist,3,Black Temple,BT - Gurtogg,epic,32339,https://tbc.wowhead.com/item=32339
Wand of Prismatic Focus,Ranged,3,Black Temple,BT - Gurtogg,epic,32343,https://tbc.wowhead.com/item=32343
Naaru-Blessed Life Rod,Ranged,3,Black Temple,BT - Reliquary,epic,32363,https://tbc.wowhead.com/item=32363
Tome of the Lightbringer,Ranged,3,Black Temple,BT - Shahraz,epic,32368,https://tbc.wowhead.com/item=32368
Black Bow of the Betrayer,Ranged,3,Black Temple,BT - Illidan,epic,32336,https://tbc.wowhead.com/item=32336
Bristleblitz Striker,Ranged,3,Hyjal Summit,MH - Archimonde,epic,30906,https://tbc.wowhead.com/item=30906
Pauldrons of the Fallen Champion,Shoulders,1,Gruul's Lair,Maulgar,epic,29763,https://tbc.wowhead.com/item=29763
Pauldrons of the Fallen Defender,Shoulders,1,Gruul's Lair,Maulgar,epic,29764,https://tbc.wowhead.com/item=29764
Pauldrons of the Fallen Hero,Shoulders,1,Gruul's Lair,Maulgar,epic,29762,https://tbc.wowhead.com/item=29762
Beastmaw Pauldrons,Shoulders,1,Karazhan,Opera Event,epic,28589,https://tbc.wowhead.com/item=28589
Dragon-Quake Shoulderguards,Shoulders,1,Karazhan,The Curator,epic,28631,https://tbc.wowhead.com/item=28631
Forest Wind Shoulderpads,Shoulders,1,Karazhan,The Curator,epic,28647,https://tbc.wowhead.com/item=28647
Pauldrons of the Solace-Giver,Shoulders,1,Karazhan,The Curator,epic,28612,https://tbc.wowhead.com/item=28612
Bladed Shoulderpads of the Merciless,Shoulders,1,Karazhan,Chess Event,epic,28755,https://tbc.wowhead.com/item=28755
Mantle of the Mind Flayer,Shoulders,1,Karazhan,Shade of Aran,epic,28726,https://tbc.wowhead.com/item=28726
Pauldrons of the Justice-Seeker,Shoulders,1,Karazhan,Shade of Aran,epic,28666,https://tbc.wowhead.com/item=28666
Mantle of Abrahmis,Shoulders,1,Karazhan,Netherspite,epic,28743,https://tbc.wowhead.com/item=28743
Mantle of the Elven Kings,Shoulders,2,Tempest Keep,Trash,epic,30024,https://tbc.wowhead.com/item=30024
Pauldrons of the Vanquished Champion,Shoulders,2,Tempest Keep,Void Reaver,epic,30248,https://tbc.wowhead.com/item=30248
Pauldrons of the Vanquished Defender,Shoulders,2,Tempest Keep,Void Reaver,epic,30249,https://tbc.wowhead.com/item=30249
Pauldrons of the Vanquished Hero,Shoulders,2,Tempest Keep,Void Reaver,epic,30250,https://tbc.wowhead.com/item=30250
Pauldrons of the Wardancer,Shoulders,2,Serpentshrine Cavern,Hydross,epic,30053,https://tbc.wowhead.com/item=30053
Shoulderpads of the Stranger,Shoulders,2,Serpentshrine Cavern,Hydross,epic,30055,https://tbc.wowhead.com/item=30055
Coral-Barbed Shoulderpads,Shoulders,2,Serpentshrine Cavern,Leotheras,epic,30097,https://tbc.wowhead.com/item=30097
Illidari Shoulderpads,Shoulders,2,Serpentshrine Cavern,Morogrim,epic,30079,https://tbc.wowhead.com/item=30079
Mantle of the Tireless Tracker,Shoulders,2,Serpentshrine Cavern,Morogrim,epic,30085,https://tbc.wowhead.com/item=30085
Pauldrons of the Argent Sentinel,Shoulders,2,Serpentshrine Cavern,Morogrim,epic,30084,https://tbc.wowhead.com/item=30084
Runetotem's Mantle,Shoulders,2,Serpentshrine Cavern,Lady Vashj,epic,30111,https://tbc.wowhead.com/item=30111
Pattern: Shoulders of Lightning Reflexes,Shoulders,3,Black Temple,BT - Trash & Recipies,epic,32749,https://tbc.wowhead.com/item=32749
Pattern: Swiftheal Mantle,Shoulders,3,Black Temple,BT - Trash & Recipies,epic,32753,https://tbc.wowhead.com/item=32753
Pattern: Swiftstrike Shoulders,Shoulders,3,Black Temple,BT - Trash & Recipies,epic,32747,https://tbc.wowhead.com/item=32747
Plans: Swiftsteel Shoulders,Shoulders,3,Black Temple,BT - Trash & Recipies,epic,32737,https://tbc.wowhead.com/item=32737
Mantle of Darkness,Shoulders,3,Black Temple,BT - Naj'entus,epic,32377,https://tbc.wowhead.com/item=32377
Pauldrons of Abyssal Fury,Shoulders,3,Black Temple,BT - Supremus,epic,32250,https://tbc.wowhead.com/item=32250
Amice of Brilliant Light,Shoulders,3,Black Temple,BT - Shade,epic,32273,https://tbc.wowhead.com/item=32273
Shoulders of the Hidden Predator,Shoulders,3,Black Temple,BT - Shade,epic,32264,https://tbc.wowhead.com/item=32264
Blood-cursed Shoulderpads,Shoulders,3,Black Temple,BT - Gurtogg,epic,32338,https://tbc.wowhead.com/item=32338
The Wavemender's Mantle,Shoulders,3,Black Temple,BT - Reliquary,epic,32517,https://tbc.wowhead.com/item=32517
Pauldrons of the Forgotten Conqueror,Shoulders,3,Black Temple,BT - Shahraz,epic,31101,https://tbc.wowhead.com/item=31101
Pauldrons of the Forgotten Protector,Shoulders,3,Black Temple,BT - Shahraz,epic,31103,https://tbc.wowhead.com/item=31103
Pauldrons of the Forgotten Vanquisher,Shoulders,3,Black Temple,BT - Shahraz,epic,31102,https://tbc.wowhead.com/item=31102
Veil of Turning Leaves,Shoulders,3,Black Temple,BT - Council,epic,32518,https://tbc.wowhead.com/item=32518
Pattern: Living Earth Shoulders,Shoulders,3,Hyjal Summit,MH - Trash & Recipies,epic,32751,https://tbc.wowhead.com/item=32751
Pattern: Mantle of Nimble Thought,Shoulders,3,Hyjal Summit,MH - Trash & Recipies,epic,32755,https://tbc.wowhead.com/item=32755
Pattern: Shoulderpads of Renewed Life,Shoulders,3,Hyjal Summit,MH - Trash & Recipies,epic,32745,https://tbc.wowhead.com/item=32745
Plans: Dawnsteel Shoulders,Shoulders,3,Hyjal Summit,MH - Trash & Recipies,epic,32739,https://tbc.wowhead.com/item=32739
Blood-stained Pauldrons,Shoulders,3,Hyjal Summit,MH - Winterchill,epic,30866,https://tbc.wowhead.com/item=30866
Glimmering Steel Mantle,Shoulders,3,Hyjal Summit,MH - Anetheron,epic,30878,https://tbc.wowhead.com/item=30878
Hatefury Mantle,Shoulders,3,Hyjal Summit,MH - Anetheron,epic,30884,https://tbc.wowhead.com/item=30884
