item_name,Slot,Phase,instance_name,source_name,item_quality,item_id,url
Beast-tamer's Shoulders,Shoulders,3,Hyjal Summit,MH - Kaz'rogal,epic,30892,https://tbc.wowhead.com/item=30892
Razorfury Mantle,Shoulders,3,Hyjal Summit,MH - Kaz'rogal,epic,30917,https://tbc.wowhead.com/item=30917
Eye of Magtheridon,Trinket,1,Magtheridon's Lair,Magtheridon,epic,28789,https://tbc.wowhead.com/item=28789
Dragonspine Trophy,Trinket,1,Gruul's Lair,Gruul,epic,28830,https://tbc.wowhead.com/item=28830
Eye of Gruul,Trinket,1,Gruul's Lair,Gruul,epic,28823,https://tbc.wowhead.com/item=28823
Moroes' Lucky Pocket Watch,Trinket,1,Karazhan,Moroes,epic,28528,https://tbc.wowhead.com/item=28528
Ribbon of Sacrifice,Trinket,1,Karazhan,Opera Event,epic,28590,https://tbc.wowhead.com/item=28590
Romulo's Poison Vial,Trinket,1,Karazhan,Opera Event,epic,28579,https://tbc.wowhead.com/item=28579
The Lightning Capacitor,Trinket,1,Karazhan,Illhoof,epic,28785,https://tbc.wowhead.com/item=28785
Pendant of the Violet Eye,Trinket,1,Karazhan,Shade of Aran,epic,28727,https://tbc.wowhead.com/item=28727
Talon of Al'ar,Trinket,2,Tempest Keep,Al'ar,epic,30448,https://tbc.wowhead.com/item=30448
Tome of Fiery Redemption,Trinket,2,Tempest Keep,Al'ar,epic,30447,https://tbc.wowhead.com/item=30447
Fel Reaver's Piston,Trinket,2,Tempest Keep,Void Reaver,epic,30619,https://tbc.wowhead.com/item=30619
Warp-Spring Coil,Trinket,2,Tempest Keep,Void Reaver,epic,30450,https://tbc.wowhead.com/item=30450
Solarian's Sapphire,Trinket,2,Tempest Keep,Solarian,epic,30446,https://tbc.wowhead.com/item=30446
Void Star Talisman,Trinket,2,Tempest Keep,Solarian,epic,30449,https://tbc.wowhead.com/item=30449
Spyglass of the Hidden Fleet,Trinket,2,Serpentshrine Cavern,Trash,epic,30620,https://tbc.wowhead.com/item=30620
Living Root of the Wildheart,Trinket,2,Serpentshrine Cavern,Hydross,epic,30664,https://tbc.wowhead.com/item=30664
Scarab of Displacement,Trinket,2,Serpentshrine Cavern,Hydross,epic,30629,https://tbc.wowhead.com/item=30629
Earring of Soulful Meditation,Trinket,2,Serpentshrine Cavern,Lurker Below,epic,30665,https://tbc.wowhead.com/item=30665
Tsunami Talisman,Trinket,2,Serpentshrine Cavern,Leotheras,epic,30627,https://tbc.wowhead.com/item=30627
Fathom-Brooch of the Tidewalker,Trinket,2,Serpentshrine Cavern,Karathress,epic,30663,https://tbc.wowhead.com/item=30663
Sextant of Unstable Currents,Trinket,2,Serpentshrine Cavern,Karathress,epic,30626,https://tbc.wowhead.com/item=30626
Serpent-Coil Braid,Trinket,2,Serpentshrine Cavern,Morogrim,epic,30720,https://tbc.wowhead.com/item=30720
Prism of Inner Calm,Trinket,2,Serpentshrine Cavern,Lady Vashj,epic,30621,https://tbc.wowhead.com/item=30621
Shadowmoon Insignia,Trinket,3,Black Temple,BT - Gurtogg,epic,32501,https://tbc.wowhead.com/item=32501
Madness of the Betrayer,Trinket,3,Black Temple,BT - Council,epic,32505,https://tbc.wowhead.com/item=32505
Memento of Tyrande,Trinket,3,Black Temple,BT - Illidan,epic,32496,https://tbc.wowhead.com/item=32496
The Skull of Gul'dan,Trinket,3,Black Temple,BT - Illidan,epic,32483,https://tbc.wowhead.com/item=32483
Girdle of the Endless Pit,Waist,1,Magtheridon's Lair,Magtheridon,epic,28779,https://tbc.wowhead.com/item=28779
Terror Pit Girdle,Waist,1,Magtheridon's Lair,Magtheridon,epic,28778,https://tbc.wowhead.com/item=28778
Belt of Divine Inspiration,Waist,1,Gruul's Lair,Maulgar,epic,28799,https://tbc.wowhead.com/item=28799
Gronn-Stitched Girdle,Waist,1,Gruul's Lair,Gruul,epic,28828,https://tbc.wowhead.com/item=28828
Belt of the Tracker,Waist,1,Karazhan,Trash,epic,30643,https://tbc.wowhead.com/item=30643
Inferno Waist Cord,Waist,1,Karazhan,Trash,epic,30673,https://tbc.wowhead.com/item=30673
Lurker's Belt,Waist,1,Karazhan,Servants,epic,30677,https://tbc.wowhead.com/item=30677
Lurker's Cord,Waist,1,Karazhan,Servants,epic,30675,https://tbc.wowhead.com/item=30675
Lurker's Girdle,Waist,1,Karazhan,Servants,epic,30678,https://tbc.wowhead.com/item=30678
Lurker's Grasp,Waist,1,Karazhan,Servants,epic,30676,https://tbc.wowhead.com/item=30676
Belt of Gale Force,Waist,1,Karazhan,Moroes,epic,28567,https://tbc.wowhead.com/item=28567
Crimson Girdle of the Indomitable,Waist,1,Karazhan,Moroes,epic,28566,https://tbc.wowhead.com/item=28566
Nethershard Girdle,Waist,1,Karazhan,Moroes,epic,28565,https://tbc.wowhead.com/item=28565
Girdle of Treachery,Waist,1,Karazhan,Chess Event,epic,28750,https://tbc.wowhead.com/item=28750
Cincture of Will,Waist,1,Karazhan,Illhoof,epic,28652,https://tbc.wowhead.com/item=28652
Cord of Nature's Sustenance,Waist,1,Karazhan,Illhoof,epic,28655,https://tbc.wowhead.com/item=28655
Girdle of the Prowler,Waist,1,Karazhan,Illhoof,epic,28656,https://tbc.wowhead.com/item=28656
Malefic Girdle,Waist,1,Karazhan,Illhoof,epic,28654,https://tbc.wowhead.com/item=28654
Fire-Cord of the Magus,Waist,2,Tempest Keep,Trash,epic,30020,https://tbc.wowhead.com/item=30020
Girdle of Fallen Stars,Waist,2,Tempest Keep,Trash,epic,30030,https://tbc.wowhead.com/item=30030
Pattern: Belt of Blasting,Waist,2,Tempest Keep,Recipes,epic,30280,https://tbc.wowhead.com/item=30280
Pattern: Belt of Deep Shadow,Waist,2,Tempest Keep,Recipes,epic,30302,https://tbc.wowhead.com/item=30302
Pattern: Belt of Natural Power,Waist,2,Tempest Keep,Recipes,epic,30301,https://tbc.wowhead.com/item=30301
Pattern: Belt of the Black Eagle,Waist,2,Tempest Keep,Recipes,epic,30303,https://tbc.wowhead.com/item=30303
Pattern: Belt of the Long Road,Waist,2,Tempest Keep,Recipes,epic,30281,https://tbc.wowhead.com/item=30281
Pattern: Monsoon Belt,Waist,2,Tempest Keep,Recipes,epic,30304,https://tbc.wowhead.com/item=30304
Plans: Belt of the Guardian,Waist,2,Tempest Keep,Recipes,epic,30321,https://tbc.wowhead.com/item=30321
Plans: Red Belt of Battle,Waist,2,Tempest Keep,Recipes,epic,30322,https://tbc.wowhead.com/item=30322
Girdle of Zaetar,Waist,2,Tempest Keep,Void Reaver,epic,29984,https://tbc.wowhead.com/item=29984
Girdle of the Righteous Path,Waist,2,Tempest Keep,Solarian,epic,29965,https://tbc.wowhead.com/item=29965
Pattern: Belt of Blasting,Waist,2,Serpentshrine Cavern,Recipes,epic,30280,https://tbc.wowhead.com/item=30280
Pattern: Belt of Deep Shadow,Waist,2,Serpentshrine Cavern,Recipes,epic,30302,https://tbc.wowhead.com/item=30302
Pattern: Belt of Natural Power,Waist,2,Serpentshrine Cavern,Recipes,epic,30301,https://tbc.wowhead.com/item=30301
Pattern: Belt of the Black Eagle,Waist,2,Serpentshrine Cavern,Recipes,epic,30303,https://tbc.wowhead.com/item=30303
Pattern: Belt of the Long Road,Waist,2,Serpentshrine Cavern,Recipes,epic,30281,https://tbc.wowhead.com/item=30281
Pattern: Monsoon Belt,Waist,2,Serpentshrine Cavern,Recipes,epic,30304,https://tbc.wowhead.com/item=30304
Plans: Belt of the Guardian,Waist,2,Serpentshrine Cavern,Recipes,epic,30321,https://tbc.wowhead.com/item=30321
Plans: Red Belt of Battle,Waist,2,Serpentshrine Cavern,Recipes,epic,30322,https://tbc.wowhead.com/item=30322
Cord of Screaming Terrors,Waist,2,Serpentshrine Cavern,Lurker Below,epic,30064,https://tbc.wowhead.com/item=30064
Girdle of the Invulnerable,Waist,2,Serpentshrine Cavern,Leotheras,epic,30096,https://tbc.wowhead.com/item=30096
Girdle of the Tidal Call,Waist,2,Serpentshrine Cavern,Morogrim,epic,30068,https://tbc.wowhead.com/item=30068
Belt of One-Hundred Deaths,Waist,2,Serpentshrine Cavern,Lady Vashj,epic,30106,https://tbc.wowhead.com/item=30106
Girdle of the Lightbearer,Waist,3,Black Temple,BT - Trash & Recipies,epic,32606,https://tbc.wowhead.com/item=32606
Naturalist's Preserving Cinch,Waist,3,Black Temple,BT - Supremus,epic,32258,https://tbc.wowhead.com/item=32258
Waistwrap of Infinity,Waist,3,Black Temple,BT - Supremus,epic,32256,https://tbc.wowhead.com/item=32256
Flashfire Girdle,Waist,3,Black Temple,BT - Shade,epic,32276,https://tbc.wowhead.com/item=32276
Shadow-walker's Cord,Waist,3,Black Temple,BT - Shade,epic,32265,https://tbc.wowhead.com/item=32265
Girdle of Lordaeron's Fallen,Waist,3,Black Temple,BT - Gorefiend,epic,32512,https://tbc.wowhead.com/item=32512
Girdle of Mighty Resolve,Waist,3,Black Temple,BT - Gurtogg,epic,32342,https://tbc.wowhead.com/item=32342
Girdle of Stability,Waist,3,Black Temple,BT - Gurtogg,epic,32333,https://tbc.wowhead.com/item=32333
Boneweave Girdle,Waist,3,Black Temple,BT - Reliquary,epic,32346,https://tbc.wowhead.com/item=32346
Belt of Divine Guidance,Waist,3,Black Temple,BT - Council,epic,32519,https://tbc.wowhead.com/item=32519
Anetheron's Noose,Waist,3,Hyjal Summit,MH - Anetheron,epic,30888,https://tbc.wowhead.com/item=30888
Don Alejandro's Money Belt,Waist,3,Hyjal Summit,MH - Anetheron,epic,30879,https://tbc.wowhead.com/item=30879
Angelista's Sash,Waist,3,Hyjal Summit,MH - Kaz'rogal,epic,30895,https://tbc.wowhead.com/item=30895
Belt of Seething Fury,Waist,3,Hyjal Summit,MH - Kaz'rogal,epic,30915,https://tbc.wowhead.com/item=30915
Belt of the Crescent Moon,Waist,3,Hyjal Summit,MH - Kaz'rogal,epic,30914,https://tbc.wowhead.com/item=30914
Valestalker Girdle,Waist,3,Hyjal Summit,MH - Kaz'rogal,epic,30919,https://tbc.wowhead.com/item=30919
Girdle of Hope,Waist,3,Hyjal Summit,MH - Azgalor,epic,30897,https://tbc.wowhead.com/item=30897
Crystalheart Pulse-Staff,Weapon,1,Magtheridon's Lair,Magtheridon,epic,28782,https://tbc.wowhead.com/item=28782
Glaive of the Pit,Weapon,1,Magtheridon's Lair,Magtheridon,epic,28774,https://tbc.wowhead.com/item=28774
Hammer of the Naaru,Weapon,1,Gruul's Lair,Maulgar,epic,28800,https://tbc.wowhead.com/item=28800
Axe of the Gronn Lords,Weapon,1,Gruul's Lair,Gruul,epic,28794,https://tbc.wowhead.com/item=28794
Bloodmaw Magus-Blade,Weapon,1,Gruul's Lair,Gruul,epic,28802,https://tbc.wowhead.com/item=28802
Emerald Ripper,Weapon,1,Karazhan,Moroes,epic,28524,https://tbc.wowhead.com/item=28524
Shard of the Virtuous,Weapon,1,Karazhan,Maiden,epic,28522,https://tbc.wowhead.com/item=28522
Big Bad Wolf's Paw,Weapon,1,Karazhan,Opera Event,epic,28584,https://tbc.wowhead.com/item=28584
Blade of the Unrequited,Weapon,1,Karazhan,Opera Event,epic,28572,https://tbc.wowhead.com/item=28572
Despair,Weapon,1,Karazhan,Opera Event,epic,28573,https://tbc.wowhead.com/item=28573
Legacy,Weapon,1,Karazhan,Opera Event,epic,28587,https://tbc.wowhead.com/item=28587
Staff of Infinite Mysteries,Weapon,1,Karazhan,The Curator,epic,28633,https://tbc.wowhead.com/item=28633
King's Defender,Weapon,1,Karazhan,Chess Event,epic,28749,https://tbc.wowhead.com/item=28749
Fool's Bane,Weapon,1,Karazhan,Illhoof,epic,28657,https://tbc.wowhead.com/item=28657
Terestian's Stranglestaff,Weapon,1,Karazhan,Illhoof,epic,28658,https://tbc.wowhead.com/item=28658
Spiteblade,Weapon,1,Karazhan,Netherspite,epic,28729,https://tbc.wowhead.com/item=28729
Nightstaff of the Everliving,Weapon,1,Karazhan,Nightbane,epic,28604,https://tbc.wowhead.com/item=28604
Gorehowl,Weapon,1,Karazhan,Malchezaar,epic,28773,https://tbc.wowhead.com/item=28773
Light's Justice,Weapon,1,Karazhan,Malchezaar,epic,28771,https://tbc.wowhead.com/item=28771
Malchazeen,Weapon,1,Karazhan,Malchezaar,epic,28768,https://tbc.wowhead.com/item=28768
Nathrezim Mindblade,Weapon,1,Karazhan,Malchezaar,epic,28770,https://tbc.wowhead.com/item=28770
The Decapitator,Weapon,1,Karazhan,Malchezaar,epic,28767,https://tbc.wowhead.com/item=28767
Claw of the Phoenix,Weapon,2,Tempest Keep,Al'ar,epic,29948,https://tbc.wowhead.com/item=29948
Netherbane,Weapon,2,Tempest Keep,Al'ar,epic,29924,https://tbc.wowhead.com/item=29924
Talon of the Phoenix,Weapon,2,Tempest Keep,Al'ar,epic,32944,https://tbc.wowhead.com/item=32944
Ethereum Life-Staff,Weapon,2,Tempest Keep,Solarian,epic,29981,https://tbc.wowhead.com/item=29981
Heartrazor,Weapon,2,Tempest Keep,Solarian,epic,29962,https://tbc.wowhead.com/item=29962
Rod of the Sun King,Weapon,2,Tempest Keep,Kael'thas,epic,29996,https://tbc.wowhead.com/item=29996
The Nexus Key,Weapon,2,Tempest Keep,Kael'thas,epic,29988,https://tbc.wowhead.com/item=29988
Twinblade of the Phoenix,Weapon,2,Tempest Keep,Kael'thas,epic,29993,https://tbc.wowhead.com/item=29993
Wildfury Greatstaff,Weapon,2,Serpentshrine Cavern,Trash,epic,30021,https://tbc.wowhead.com/item=30021
Mallet of the Tides,Weapon,2,Serpentshrine Cavern,Lurker Below,epic,30058,https://tbc.wowhead.com/item=30058
Fang of the Leviathan,Weapon,2,Serpentshrine Cavern,Leotheras,epic,30095,https://tbc.wowhead.com/item=30095
World Breaker,Weapon,2,Serpentshrine Cavern,Karathress,epic,30090,https://tbc.wowhead.com/item=30090
Talon of Azshara,Weapon,2,Serpentshrine Cavern,Morogrim,epic,30082,https://tbc.wowhead.com/item=30082
Fang of Vashj,Weapon,2,Serpentshrine Cavern,Lady Vashj,epic,30103,https://tbc.wowhead.com/item=30103
Lightfathom Scepter,Weapon,2,Serpentshrine Cavern,Lady Vashj,epic,30108,https://tbc.wowhead.com/item=30108
Claw of Molten Fury,Weapon,3,Black Temple,BT - Trash & Recipies,epic,32946,https://tbc.wowhead.com/item=32946
Fist of Molten Fury,Weapon,3,Black Temple,BT - Trash & Recipies,epic,32945,https://tbc.wowhead.com/item=32945
Hammer of Judgement,Weapon,3,Black Temple,BT - Trash & Recipies,epic,34009,https://tbc.wowhead.com/item=34009
Swiftsteel Bludgeon,Weapon,3,Black Temple,BT - Trash & Recipies,epic,32943,https://tbc.wowhead.com/item=32943
Halberd of Desolation,Weapon,3,Black Temple,BT - Naj'entus,epic,32248,https://tbc.wowhead.com/item=32248
Rising Tide,Weapon,3,Black Temple,BT - Naj'entus,epic,32236,https://tbc.wowhead.com/item=32236
The Maelstrom's Fury,Weapon,3,Black Temple,BT - Naj'entus,epic,32237,https://tbc.wowhead.com/item=32237
Syphon of the Nathrezim,Weapon,3,Black Temple,BT - Supremus,epic,32262,https://tbc.wowhead.com/item=32262
The Brutalizer,Weapon,3,Black Temple,BT - Supremus,epic,32254,https://tbc.wowhead.com/item=32254
Soul Cleaver,Weapon,3,Black Temple,BT - Gorefiend,epic,32348,https://tbc.wowhead.com/item=32348
Messenger of Fate,Weapon,3,Black Temple,BT - Gurtogg,epic,32269,https://tbc.wowhead.com/item=32269
Staff of Immaculate Recovery,Weapon,3,Black Temple,BT - Gurtogg,epic,32344,https://tbc.wowhead.com/item=32344
Torch of the Damned,Weapon,3,Black Temple,BT - Reliquary,epic,32332,https://tbc.wowhead.com/item=32332
Blade of Savagery,Weapon,3,Black Temple,BT - Shahraz,epic,32369,https://tbc.wowhead.com/item=32369
Crystal Spire of Karabor,Weapon,3,Black Temple,BT - Illidan,epic,32500,https://tbc.wowhead.com/item=32500
Shard of Azzinoth,Weapon,3,Black Temple,BT - Illidan,epic,32471,https://tbc.wowhead.com/item=32471
Warglaive of Azzinoth (mainhand),Weapon,3,Black Temple,BT - Illidan,legendary,32837,https://tbc.wowhead.com/item=32837
Warglaive of Azzinoth (offhand),Weapon,3,Black Temple,BT - Illidan,legendary,32838,https://tbc.wowhead.com/item=32838
"Zhar'doom, Greatstaff of the Devourer",Weapon,3,Black Temple,BT - Illidan,epic,32374,https://tbc.wowhead.com/item=32374
Claw of Molten Fury,Weapon,3,Hyjal Summit,MH - Trash & Recipies,epic,32946,https://tbc.wowhead.com/item=32946
Hammer of Judgement,Weapon,3,Hyjal Summit,MH - Trash & Recipies,epic,34009,https://tbc.wowhead.com/item=34009
Fel Edged Battleaxe,Weapon,3,Hyjal Summit,MH - Trash & Recipies,epic,23631,https://tbc.wowhead.com/item=23631
Tracker's Blade,Weapon,3,Hyjal Summit,MH - Winterchill,epic,30865,https://tbc.wowhead.com/item=30865
Blade of Infamy,Weapon,3,Hyjal Summit,MH - Anetheron,epic,30881,https://tbc.wowhead.com/item=30881
Pillar of Ferocity,Weapon,3,Hyjal Summit,MH - Anetheron,epic,30883,https://tbc.wowhead.com/item=30883
The Unbreakable Will,Weapon,3,Hyjal Summit,MH - Anetheron,epic,30874,https://tbc.wowhead.com/item=30874
Hammer of Atonement,Weapon,3,Hyjal Summit,MH - Kaz'rogal,epic,30918,https://tbc.wowhead.com/item=30918
Boundless Agony,Weapon,3,Hyjal Summit,MH - Azgalor,epic,30901,https://tbc.wowhead.com/item=30901
Apostle of Argus,Weapon,3,Hyjal Summit,MH - Archimonde,epic,30908,https://tbc.wowhead.com/item=30908
Cataclysm's Edge,Weapon,3,Hyjal Summit,MH - Archimonde,epic,30902,https://tbc.wowhead.com/item=30902
Tempest of Chaos,Weapon,3,Hyjal Summit,MH - Archimonde,epic,30910,https://tbc.wowhead.com/item=30910
Bladespire Warbands,Wrists,1,Gruul's Lair,Maulgar,epic,28795,https://tbc.wowhead.com/item=28795
Ravager's Bands,Wrists,1,Karazhan,Servants,epic,30686,https://tbc.wowhead.com/item=30686
Ravager's Bracers,Wrists,1,Karazhan,Servants,epic,30687,https://tbc.wowhead.com/item=30687
Ravager's Cuffs,Wrists,1,Karazhan,Servants,epic,30684,https://tbc.wowhead.com/item=30684
Ravager's Wrist-Wraps,Wrists,1,Karazhan,Servants,epic,30685,https://tbc.wowhead.com/item=30685
Bracers of the White Stag,Wrists,1,Karazhan,Attumen,epic,28453,https://tbc.wowhead.com/item=28453
Gauntlets of Renewed Hope,Wrists,1,Karazhan,Attumen,epic,28505,https://tbc.wowhead.com/item=28505
Harbinger Bands,Wrists,1,Karazhan,Attumen,epic,28477,https://tbc.wowhead.com/item=28477
Stalker's War Bands,Wrists,1,Karazhan,Attumen,epic,28454,https://tbc.wowhead.com/item=28454
Vambraces of Courage,Wrists,1,Karazhan,Attumen,epic,28502,https://tbc.wowhead.com/item=28502
Whirlwind Bracers,Wrists,1,Karazhan,Attumen,epic,28503,https://tbc.wowhead.com/item=28503
Bands of Indwelling,Wrists,1,Karazhan,Maiden,epic,28511,https://tbc.wowhead.com/item=28511
Bands of Nefarious Deeds,Wrists,1,Karazhan,Maiden,epic,28515,https://tbc.wowhead.com/item=28515
Bracers of Justice,Wrists,1,Karazhan,Maiden,epic,28512,https://tbc.wowhead.com/item=28512
Bracers of Maliciousness,Wrists,1,Karazhan,Maiden,epic,28514,https://tbc.wowhead.com/item=28514
Bands of the Celestial Archer,Wrists,2,Tempest Keep,Trash,epic,30026,https://tbc.wowhead.com/item=30026
Mindstorm Wristbands,Wrists,2,Tempest Keep,Al'ar,epic,29918,https://tbc.wowhead.com/item=29918
Wristguards of Determination,Wrists,2,Tempest Keep,Void Reaver,epic,32515,https://tbc.wowhead.com/item=32515
Vambraces of Ending,Wrists,2,Tempest Keep,Solarian,epic,29966,https://tbc.wowhead.com/item=29966
Blackfathom Warbands,Wrists,2,Serpentshrine Cavern,Hydross,epic,30047,https://tbc.wowhead.com/item=30047
Wraps of Purification,Wrists,2,Serpentshrine Cavern,Hydross,epic,32516,https://tbc.wowhead.com/item=32516
Bracers of Eradication,Wrists,2,Serpentshrine Cavern,Lurker Below,epic,30057,https://tbc.wowhead.com/item=30057
Grove-Bands of Remulos,Wrists,2,Serpentshrine Cavern,Lurker Below,epic,30062,https://tbc.wowhead.com/item=30062
True-Aim Stalker Bands,Wrists,2,Serpentshrine Cavern,Leotheras,epic,30091,https://tbc.wowhead.com/item=30091
Bracers of Nimble Thought,Wrists,3,Black Temple,BT - Trash & Recipies,epic,32754,https://tbc.wowhead.com/item=32754
Bracers of Renewed Life,Wrists,3,Black Temple,BT - Trash & Recipies,epic,32744,https://tbc.wowhead.com/item=32744
Living Earth Bindings,Wrists,3,Black Temple,BT - Trash & Recipies,epic,32750,https://tbc.wowhead.com/item=32750
Dawnsteel Bracers,Wrists,3,Black Temple,BT - Trash & Recipies,epic,32738,https://tbc.wowhead.com/item=32738
Eternium Shell Bracers,Wrists,3,Black Temple,BT - Naj'entus,epic,32232,https://tbc.wowhead.com/item=32232
Bands of the Coming Storm,Wrists,3,Black Temple,BT - Supremus,epic,32259,https://tbc.wowhead.com/item=32259
Wraps of Precise Flight,Wrists,3,Black Temple,BT - Supremus,epic,32251,https://tbc.wowhead.com/item=32251
Focused Mana Bindings,Wrists,3,Black Temple,BT - Shade,epic,32270,https://tbc.wowhead.com/item=32270
The Seeker's Wristguards,Wrists,3,Black Temple,BT - Shade,epic,32279,https://tbc.wowhead.com/item=32279
Wristbands of Divine Influence,Wrists,3,Black Temple,BT - Shade,epic,32513,https://tbc.wowhead.com/item=32513
Insidious Bands,Wrists,3,Black Temple,BT - Gorefiend,epic,32324,https://tbc.wowhead.com/item=32324
Elunite Empowered Bracers,Wrists,3,Black Temple,BT - Reliquary,epic,32351,https://tbc.wowhead.com/item=32351
Bindings of Lightning Reflexes,Wrists,3,Hyjal Summit,MH - Trash & Recipies,epic,32748,https://tbc.wowhead.com/item=32748
Swiftheal Wraps,Wrists,3,Hyjal Summit,MH - Trash & Recipies,epic,32752,https://tbc.wowhead.com/item=32752
Swiftstrike Bracers,Wrists,3,Hyjal Summit,MH - Trash & Recipies,epic,32746,https://tbc.wowhead.com/item=32746
Swiftsteel Bracers,Wrists,3,Hyjal Summit,MH - Trash & Recipies,epic,32736,https://tbc.wowhead.com/item=32736
Blessed Adamantite Bracers,Wrists,3,Hyjal Summit,MH - Winterchill,epic,30862,https://tbc.wowhead.com/item=30862
Bracers of Martyrdom,Wrists,3,Hyjal Summit,MH - Winterchill,epic,30871,https://tbc.wowhead.com/item=30871
Bracers of the Pathfinder,Wrists,3,Hyjal Summit,MH - Winterchill,epic,30864,https://tbc.wowhead.com/item=30864
Cuffs of Devastation,Wrists,3,Hyjal Summit,MH - Winterchill,epic,30870,https://tbc.wowhead.com/item=30870
Deadly Cuffs,Wrists,3,Hyjal Summit,MH - Winterchill,epic,30863,https://tbc.wowhead.com/item=30863
Furious Shackles,Wrists,3,Hyjal Summit,MH - Winterchill,epic,30861,https://tbc.wowhead.com/item=30861
Howling Wind Bracers,Wrists,3,Hyjal Summit,MH - Winterchill,epic,30869,https://tbc.wowhead.com/item=30869
Rejuvenating Bracers,Wrists,3,Hyjal Summit,MH - Winterchill,epic,30868,https://tbc.wowhead.com/item=30868
